Hotel_Name,Hotel_Rating,City,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Hotel_Price,Ratings
"The Greenwood Resort, Guwahati",4.3,Guwahati,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Spa,Bar,Restaurant,7111,
Hyderabad Marriott Hotel & Convention Centre,4.4,Hyderabad,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,7112,4.1
Chanakya BNR Hotel,4.4,Ranchi,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,7116,
The Carlton,4.5,Kodaikanal,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,7123,4.4
"Radisson Blu Hotel, Guwahati",4.5,Guwahati,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,7153,
"Fortune Sector 27, Noida - Member ITC's hotel group",4.1,Noida,4-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,7196,
Fortune Park BBD - Hotel in Lucknow,4.3,Lucknow,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,7197,4.2
"Fortune Inn Haveli, Gandhinagar - Member ITC's hotel group",4.4,Gandhinagar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Restaurant,Room service,7224,
Park Plaza Faridabad,4.1,Faridabad,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,7252,
The Gateway Hotel Marine Drive Ernakulam,4.3,Kochi,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,7252,4.2
Courtyard by Marriott Ahmedabad,4.4,Ahmedabad,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,7263,4.1
Golden Tulip Lucknow,4.2,Lucknow,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,7271,4.2
Sheraton Grand Palace Indore,4.3,Indore,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,7280,
Fairfield by Marriott Pune Kharadi,4.3,Pune,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,7280,4.1
Radisson Blu Hotel New Delhi Paschim Vihar,4.4,Delhi,5-star hotel,Breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Fitness center,Spa,Bar,7285,4.1
The Park Hotel,4.4,Kolkata,5-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,7295,4.3
Golden Tulip Vasundhara,4.1,Ghaziabad,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,7370,
The Lalit Jaipur,4.4,Jaipur,5-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,7381,4.4
ibis Mumbai Vikhroli,4.5,Mumbai,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Fitness center,Restaurant,Room service,Airport shuttle,7392,4.2
W Goa,4.5,Goa,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,7435,4.5
Hyatt Centric Janakpuri New Delhi,3.8,Delhi,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,7484,4.1
Grand Mercure Mysore,4.5,Mysore,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,7503,4.2
"Taj Club House, Chennai",4.4,Chennai,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,7552,3.9
Mountain Dew Hotel,4.5,Manali,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,7600,4.5
"Radisson Blu Hotel, Ludhiana",4.4,Ludhiana,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,7602,
Hotel Lake Paradise,4.3,Mahabaleshwar,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,7609,4.4
"Welcomhotel By ITC Hotels, Bhubaneswar-LEED Platinum Certified Premium Hotel Near the Airport| 1.5 hrs away from Puri",4.7,Bhubaneswar,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,7616,4.2
"lebua Lucknow, Saraca Estate",4.3,Lucknow,4-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,7621,4.2
RNS Residency,4,Jog Falls,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,7643,4.4
Green Trails Cottage,4.9,Kasauli,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,7654,4
Hotel Castle Rock,4.5,Mount Abu,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,7655,4.4
Restwell Tapowan,4.4,Rishikesh,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Air conditioning,7658,4.3
The vintage Gulmarg,4.4,Gulmarg,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,7800,4.6
Sterling Mussoorie,4.2,Mussoorie,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,7800,4.2
Radisson Hotel Varanasi,4.2,Varanasi,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,7824,4.5
"Crowne Plaza New Delhi Rohini, an IHG Hotel",4.4,Delhi,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,7825,4.1
Jaipur Marriott Hotel,4.5,Jaipur,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,7840,4.4
Nidhiban Sarovar,4.2,Vrindavan,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,,7860,4.3
Hotel Midland,3.8,Ujjain,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Air conditioning,7890,4.4
Zostel Leh,4.2,Leh Ladakh,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,7900,4.6
Pride Amber Vilas Resort & Convention Centre,4.2,Jaipur,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,7951,4.4
Abad Whispering Palms | Resort in Kumarakom,4.3,Kumarakom,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,7999,
Deltin Suites,5,Bodh Gaya,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Airport shuttle,8000,4.5
The Beacon Hotel,4.4,Visakhapatnam,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Air conditioning,8000,4.4
Radisson Blu Hotel Ranchi,4.5,Ranchi,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,8047,
"Elixir Cliff Beach Resort and Spa,Varkala",4.5,Varkala,Free breakfast,Free Wi-Fi,Free parking,Pool,Spa,Beach access,Restaurant,Room service,Kitchen,8048,4.5
Park Plaza Ludhiana,4.2,Ludhiana,5-star hotel,Breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Fitness center,Spa,Bar,8057,
"Taj Skyline, Ahmedabad",4.5,Ahmedabad,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Spa,Restaurant,Room service,Airport shuttle,8064,4.1
"Welcomhotel By ITC Hotels, Dwarka, New Delhi - Contemporary Hotel in the Capital | Ideal for Business & Leisure Travellers",4.5,Delhi,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,8141,4.1
Hyatt Regency Amritsar,4.3,Amritsar,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Bar,Restaurant,8367,4.4
Chokhi Dhani Resort,4.3,Jaipur,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,8388,4.4
Dera Jaipur,4.5,Jaipur,Sleeps 17,6 bedrooms,Air conditioning,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No crib,No elevator,8400,4.4
"Country Inn & Suites by Radisson, Sahibabad, Distt Ghaziabad (U.P.)",4.5,Ghaziabad,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,8439,
Vivanta Vadodara,4.4,Vadodara,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,8476,
Bangaram Island Resort,4.7,Lakshadweep,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,8560,4
Calcutta Bungalow| Heritage Rooms,4.9,Kolkata,Sleeps 13,6 bedrooms,Air conditioning,Fireplace,Paid parking,Free Wi-Fi,No crib,No elevator,No fitness center,8604,4.3
Novotel Guwahati GS Road,4.6,Guwahati,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,8623,
Crowne Plaza Kochi,4.6,Kochi,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,8776,4.2
Crowne Plaza Kochi,4.6,Kochi,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,8854,4.2
Antariskh,4.4,Lavasa,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,8900,3.9
Ramada by Wyndham Kochi,4.5,Kochi,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,8938,4.2
Backwater Ripples,4.4,Kumarakom,3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,8961,
Sonar Tari,4,Agartala,4-star hotel,Free breakfast,Free Wi-Fi,,,,,,Spa,8967,3.8
Backwater Ripples,4.4,Kumarakom,3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,8968,
"The Montreal, Srinagar- Best Hotels/4 Star Hotels/Hotel Near Dal Lake/Hotel Near Mughal Garden",4.4,Kashmir,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,8991,
"The Montreal, Srinagar- Best Hotels/4 Star Hotels/Hotel Near Dal Lake/Hotel Near Mughal Garden",4.4,Srinagar,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,8991,4.5
Lemon Tree Hotel,4.5,Jammu,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,9000,4.1
Hotel Village Walk,4.4,Kashmir,Free breakfast,Free Wi-Fi,Free parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly,9010,
Treebo Trend Elysee,3.8,Dehradun,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry,9035,3.9
Treebo Trend Blessing Bells,4,Dehradun,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,9037,3.9
"Vivanta Bhubaneswar, DN Square",4.6,Bhubaneswar,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,9089,4.2
Sterling Gangtok - Orange Village,4,Sikkim,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Bar,Restaurant,9186,
Radisson Blu Hotel Nagpur,4.5,Nagpur,5-star hotel,Breakfast,Free Wi-Fi,Paid parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,9361,
Sheraton Grand Pune Bund Garden Hotel,4.5,Pune,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,9435,4.1
Treebo Trend South Avenue With Roadside View,3.8,Pondicherry,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry,9558,4.1
"Welcomhotel By ITC Hotels, Rama International, Aurangabad-Premium business & leisure hotel| Near Ajanta Ellora Caves",4.5,Aurangabad,5-star hotel,Breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,9636,3.7
Treebo Trend Grace Inn,4.2,Pondicherry,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly,9698,4.1
Hyatt Pune,4.4,Pune,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,9701,4.1
Courtyard by Marriott Nashik,4.4,Nashik,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,9735,4
"Olive Inn Luxurious 4-BHK Villa with Indoor Swimming Pool, Wifi, BBQ",3.4,Chennai,Villa,Sleeps 10,4 bedrooms,7 bathrooms,Air conditioning,Pool,Kitchen,Smoke-free,Free parking,9753,3.9
Vivanta Guwahati,4.4,Guwahati,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Pet-friendly,Fitness center,9781,
"MAYFAIR Spa Resort & Casino, Gangtok",4.4,Sikkim,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,9800,
The Leela Ambience Convention Hotel Delhi,4.5,Delhi,5-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,9809,4.1
MA lodge,5,Hogenakkal,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,9809,4
Gobindgarh,5,Jaisalmer,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,9876,4.4
Chokhi Dhani Resort,4.3,Jaipur,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,10029,4.4
Hotel Maurya,4.3,Patna,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,10112,
Luxury House in Hyderabad With Chef and Driver,5,Hyderabad,Sleeps 6,3 bedrooms,4 bathrooms,Kitchen,Free parking,Free Wi-Fi,No air conditioning,No airport shuttle,No beach access,10115,4.1
"Welcomhotel By ITC Hotels, Dwarka, New Delhi - Contemporary Hotel in the Capital | Ideal for Business & Leisure Travellers",4.5,Delhi,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,10195,4.1
KTDC Waterscapes,4.5,Kumarakom,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,10560,
"Holiday Inn Mumbai International Airport, an IHG Hotel",4.5,Mumbai,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,10619,4.2
Mayfair on Sea,4.5,Goa,,,,,,,,,,10620,4.5
Denzong Regency,4.5,Sikkim,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Fitness center,Spa,Bar,Restaurant,10620,
Wyndham Chandigarh Mohali,4.6,Chandigarh,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,Restaurant,10636,4.2
Mayfair Lagoon,4.6,Bhubaneswar,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,10779,4.2
Taj Mahal Lucknow,4.6,Lucknow,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,10936,4.2
Trident Hotel Hyderabad,4.5,Hyderabad,5-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,10974,4.1
The Lalit Mumbai,4.4,Mumbai,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,11101,4.2
Courtyard by Marriott Mumbai International Airport,4.4,Mumbai,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,11103,4.2
Hyatt Place Hyderabad Banjara Hills,4.3,Hyderabad,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,11209,4.1
The Leela Mumbai - Resort Style Business Hotel,4.5,Mumbai,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,11210,4.2
Hyatt Regency Ludhiana,4.4,Ludhiana,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,11266,
"ITC Narmada, a Luxury Collection Hotel, Ahmedabad",4.6,Ahmedabad,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,11400,4.1
Fairfield by Marriott Dehradun,4.4,Dehradun,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,11682,3.9
The Leela Gandhinagar,4.6,Gandhinagar,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,11682,
Novotel Mumbai Juhu Beach,4.3,Mumbai,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Beach access,11785,4.2
"Vivanta Goa, Miramar",4.5,Goa,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Pet-friendly,Fitness center,Restaurant,Room service,11788,4.5
"Taj Swarna, Amritsar",4.4,Amritsar,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,11800,4.4
"Taj Yeshwantpur, Bengaluru",4.5,Bangalore,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,11800,4.1
"Taj Krishna, Hyderabad",4.5,Hyderabad,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,11800,4.1
Novotel Mumbai Juhu Beach,4.3,Mumbai,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Beach access,11800,4.2
The LaLiT Golf & Spa Resort Goa,4.4,Goa,5-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,11855,4.5
"Holiday Inn Resort Goa, an IHG Hotel",4.6,Goa,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Beach access,11934,4.5
Lakesong Resort,4.2,Kumarakom,4-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,11948,
Naaz Kashmir (A Luxury Houseboat),3.3,Kashmir,Sleeps 8,2 bedrooms,Air conditioning,Fireplace,Cable TV,Free Wi-Fi,No crib,No elevator,No fitness center,11968,
ट्राइडेंट होटल,4.6,Delhi,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,12272,4.1
The Lalit Jaipur,4.4,Jaipur,5-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,12389,4.4
Imperial Golf Resort and Wedding Lawns,4.5,Gwalior,,,,,,,,,,12458,3.8
Cola Goa Beach Resort,4.3,Goa,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Spa,Beach access,Bar,12744,4.5
JW Marriott Mumbai Sahar,4.6,Mumbai,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,12963,4.2
The Westin Mumbai Garden City,4.5,Mumbai,5-star hotel,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,Breakfast,12963,4.2
The Gateway Hotel Ambad Nashik,4.6,Nashik,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,12980,4
"Vivanta Sikkim, Pakyong",4.4,Sikkim,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Pet-friendly,Spa,Restaurant,Room service,12980,
"The Zuri Kumarakom, Kerala Resort & Spa",4.3,Kumarakom,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,13682,
"The Orchard Retreat & Spa, Srinagar",4.3,Kashmir,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,13794,
Grand Hyatt Mumbai Hotel & Residences,4.5,Mumbai,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Pet-friendly,Fitness center,14025,4.2
Gokulam Grand Resort and Spa Kumarakom,4.7,Kumarakom,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,Room service,14059,
Holiday Inn Express New Delhi Int'l Airport T3,4.2,Delhi,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Fitness center,Spa,Paid parking,Bar,Restaurant,14081,4.1
Trident Hotel Jaipur,4.4,Jaipur,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,14160,4.4
Radisson Hotel Srinagar,4.1,Srinagar,3-star hotel,Breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Spa,Restaurant,Room service,14160,4.5
"The Orchard Retreat & Spa, Srinagar",4.3,Kashmir,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,14172,
"The Orchard Retreat & Spa, Srinagar",4.3,Srinagar,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,14172,4.5
"Holiday Inn Jaipur City Centre, an IHG Hotel",4.5,Jaipur,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,14190,4.4
The Lalit Mumbai,4.4,Mumbai,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,14278,4.2
Grand Hyatt Kochi Bolgatty,4.7,Kochi,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,14282,4.2
Rhythm Kumarakom,4.5,Kumarakom,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,14712,
"Taj Palace, New Delhi",4.7,Delhi,5-star hotel,Breakfast,Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,15050,4.1
Taj Chandigarh,4.4,Chandigarh,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,15337,4.2
"Holiday Inn Goa Candolim, an IHG Hotel",4.7,Goa,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,15503,4.5
Radisson Blu Resort Goa Cavelossim Beach,4.4,Goa,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,15898,4.5
The LaLiT Golf & Spa Resort Goa,4.4,Goa,5-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,16756,4.5
"The Zuri White Sands, Goa Resort & Casino",4.4,Goa,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,16795,4.5
"Devi Ratn, Jaipur – IHCL SeleQtions",4.5,Jaipur,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Pet-friendly,Fitness center,16992,4.4
Grand Hyatt Goa,4.6,Goa,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,20307,4.5
Royal Palms Villas with Private Pool,4,Mumbai,Free Wi-Fi,Paid parking,Pool,Spa,Kitchen,Full-service laundry,,,,20536,4.2
Hyatt Regency Dehradun Resort and Spa,4.6,Mumbai,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,20562,3.9
The Westin Goa,4.6,Mumbai,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,20650,4.5
"Taj Usha Kiran Palace, Gwalior",4.5,Mumbai,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,20894,3.8
Royal Hillton Pahalgam,4.3,Mumbai,Free breakfast,Wi-Fi,Free parking,Pet-friendly,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry,24156,
The LaLiT Grand Palace Srinagar,4.3,Mumbai,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,25370,
"Welcomhotel By ITC Hotels, Pine N Peak, Pahalgam - Premium Resort Overlooking Lidder River And Snow Topped Mountains",4.7,Mumbai,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Fitness center,Spa,Restaurant,26296,
"Taj Holiday Village Resort and Spa, Goa",4.7,Mumbai,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,26550,4.5
"Vivanta Dal View, Srinagar",4.5,Mumbai,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,28656,
Kumarakom Lake Resort,4.8,Mumbai,5-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,30267,
"The Taj Mahal Palace, Mumbai",4.7,Mumbai,5-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,33021,4.2
"Jai Mahal Palace, Jaipur",4.7,Mumbai,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,34173,4.4
Taj Falaknuma Palace,4.7,Mumbai,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,46573,4.1
The Khyber Himalayan Resort & Spa,4.6,Mumbai,5-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,53089,
Hotel Heevan,4.2,Mumbai,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,64900,
